,NR_experienced_on_request,no_of_supercats_tried_last_30d,no_of_supercats_tried_last_90d,no_of_supercats_tried_last_365d,no_of_deliveries_last_30d,no_of_deliveries_last_90d,no_of_deliveries_last_365d,service_deliverd_aov_last_30d,service_deliverd_aov_last_90d,service_deliverd_aov_last_365d,most_deliverd_supercat,income_segment,gender,user_state_platform,days_on_platform,NR_experienced_last_365d,revenues_next_6_months,request_id
54458,1,0.0,0.0,2.0,0.0,0.0,4.0,,,691.75,SKBC,,Male,DORMANT,981.0,0.0,2953.0,8623dfd9-8ff9-4f95-8bf6-8a2889d2bb72
118646,0,2.0,4.0,5.0,3.0,5.0,15.0,3514.6666666666665,2297.8,1564.4666666666667,Salon at Home,10 lac - 15lac,Male,ENGAGED,230.0,0.0,4369.0,e0b13106-6573-4677-b0e1-68048af871d9
57401,1,,,,,,,,,,,,Male,,,0.0,487.0,c3991ab0-a865-4ed4-bef8-f9fe6983ed28
115324,0,3.0,4.0,8.0,3.0,6.0,23.0,365.3333333333333,390.0,3255.608695652174,Mens Grooming,25lac +,Male,ENGAGED,2297.0,0.0,22458.0,7c029524-fad5-48ee-bbe9-8c497c1ff6e5
71684,1,1.0,2.0,4.0,1.0,2.0,27.0,818.0,578.0,605.6666666666666,EPC,,Female,ENGAGED,1588.0,0.0,4934.0,d8a63e9b-acc7-4397-b72e-0fa3d41d72e6
13473,1,1.0,1.0,1.0,1.0,2.0,4.0,248.0,248.0,186.0,Mens Grooming,,Male,ENGAGED,565.0,0.0,1450.0,73c519a5-015c-4519-85c6-c1528506d77b
961,1,0.0,1.0,1.0,0.0,1.0,2.0,,398.0,398.0,Salon at Home,,Female,RESURRECTED,134.0,0.0,2708.0,f62e3221-414e-477f-88e2-ffa1b44a3a09
10754,1,,,,,,,,,,,,Male,,,0.0,648.0,30d11198-78f3-49a1-8f13-4b4302c70f10
51225,1,0.0,0.0,3.0,0.0,0.0,4.0,,,1147.25,Salon at Home,25lac +,Female,DORMANT,1911.0,0.0,598.0,cb95eae0-459d-4e2d-8ca4-1812fb72fd86
177967,0,1.0,1.0,2.0,1.0,5.0,11.0,2897.0,1799.6,1591.3636363636363,Salon at Home,15lac - 25lac,Female,ENGAGED,1233.0,0.0,13461.0,6ab0800a-61bf-4edc-8ad7-694e9f57e881
99930,1,0.0,0.0,1.0,0.0,0.0,1.0,,,594.0,Salon at Home,,Male,NEW DORMANT,93.0,0.0,598.0,3b27342f-a6b6-4ecd-9009-f284586dc991
105223,0,1.0,2.0,3.0,1.0,2.0,3.0,598.0,922.5,1397.6666666666667,AC Service and Repair,,Female,ENGAGED,126.0,1.0,2506.0,f28300ef-72d6-4209-8de0-698c103cee01
36305,1,1.0,1.0,2.0,1.0,1.0,2.0,448.0,448.0,967.0,Other Appliance and Electronics,,Male,RESURRECTED,359.0,0.0,2324.0,43320598-4120-4660-b22d-e893c2ce4133
25232,1,1.0,1.0,1.0,1.0,1.0,1.0,548.0,548.0,548.0,AC Service and Repair,,Male,NEW,13.0,0.0,848.0,1199b3af-530a-4ba2-b038-e5c94d31698c
101182,0,,,,,,,,,,,,Female,,,0.0,1097.0,24b484a0-89a5-44d8-ac8e-fe0e90614202
41560,1,0.0,0.0,2.0,0.0,0.0,2.0,,,503.0,Mens Grooming,,Male,CHURN,817.0,0.0,448.0,4fa7a892-03e7-4e5d-8450-612d58231296
50850,1,3.0,5.0,7.0,4.0,7.0,31.0,896.25,1077.4285714285713,881.516129032258,EPC,,Female,ENGAGED,470.0,0.0,10972.0,14901db6-cce1-4386-98ce-a2eb52b42421
6043,1,,,,,,,,,,,,Male,,,0.0,199.0,c2c77f58-0fa8-45de-bccc-5b5b15de4e03
165395,0,0.0,0.0,1.0,0.0,0.0,1.0,,,847.0,AC Service and Repair,,Male,DORMANT,1100.0,0.0,3194.0,75a9f528-44c9-40af-8487-ab3f4f191899
94628,1,,,,,,,,,,,,Female,,,0.0,2488.0,d146a2f5-ed92-44fc-afd5-74dc86175eb6
13009,1,1.0,2.0,2.0,1.0,2.0,2.0,548.0,773.0,773.0,EPC,,Male,ENGAGED,675.0,0.0,,fde700b7-aeb5-4a63-8806-8d2916f52ad8
118554,0,0.0,1.0,1.0,0.0,2.0,3.0,,1495.5,1746.3333333333333,Salon at Home,25lac +,Female,ENGAGED,843.0,0.0,4236.0,7ce574bb-11a4-4e4f-91ad-74bb1e29337e
55889,1,,,,,,,,,,,,Male,,,0.0,,f4fb62e9-32e7-4762-8442-7e2bb281276c
147686,0,1.0,1.0,5.0,1.0,1.0,11.0,448.0,448.0,677.0909090909091,SKBC,,Female,RESURRECTED,1022.0,1.0,15170.0,ff95fff6-fcd6-46e4-9e0e-931cbb6d6207
9775,1,,,,,,,,,,,,Male,,,0.0,1185.0,fd92c3f5-0056-4be6-93fa-0bf7d0ad0204
192971,0,1.0,1.0,1.0,1.0,1.0,1.0,4688.0,4688.0,4688.0,Large Appliances,,Male,RESURRECTED,625.0,0.0,468.0,cb97e6db-6dc7-4a3d-bdf4-7d9afba2e145
114825,0,1.0,1.0,1.0,2.0,3.0,3.0,1455.5,1759.3333333333333,1759.3333333333333,Salon at Home,15lac - 25lac,Male,ENGAGED,566.0,0.0,3361.0,d6410e83-a12c-4611-9da2-f99308cf0000
103008,0,1.0,2.0,2.0,1.0,3.0,11.0,1248.0,914.6666666666666,934.6363636363636,Salon at Home,,Male,ENGAGED,579.0,0.0,9013.0,adbf7967-6cd7-48eb-be38-18af91333d9e
184417,0,1.0,2.0,3.0,1.0,4.0,15.0,2148.0,1248.0,1560.6666666666667,Massage for Men,,Male,ENGAGED,954.0,0.0,15125.0,349d7d90-af50-4689-9538-940453efdff4
47401,1,2.0,4.0,6.0,4.0,9.0,42.0,482.75,470.0,1127.5,Salon at Home,Na,Female,ENGAGED,2331.0,0.0,11104.0,ac7dfe14-e723-4c04-b918-9e4ad70cb360
154036,0,,,,,,,,,,,,Male,,,0.0,628.0,f40c57c1-d011-4d88-967b-43f3bf4fff90
145964,0,2.0,2.0,6.0,2.0,4.0,20.0,4880.0,2827.5,1223.35,SKBC,,Male,ENGAGED,1478.0,0.0,11080.0,4105712e-a6ba-489e-80a9-a8a81b062402
152168,0,0.0,2.0,3.0,0.0,3.0,6.0,,391.3333333333333,549.6666666666666,EPC,15lac - 25lac,Male,ENGAGED,975.0,0.0,21044.0,fb04988d-7f9d-41f6-b156-fb4f1533e795
135040,0,0.0,1.0,3.0,0.0,1.0,9.0,,1541.0,1061.0,Salon at Home,,Female,ENGAGED,1043.0,0.0,7665.0,929b53c7-278c-4c26-8a25-e8b4cb3e3dfa
145646,0,,,,,,,,,,,,Unknown,,,0.0,1207.0,57dc7f99-34e4-4155-a4d8-2ca2ba07b4c4
116962,0,1.0,1.0,1.0,1.0,3.0,10.0,1647.0,1397.3333333333333,1674.9,Salon at Home,,Female,ENGAGED,1627.0,0.0,15971.0,6cd3d885-8c09-4e76-bf89-a34cf9025bdc
157368,0,1.0,2.0,5.0,1.0,2.0,17.0,1848.0,1524.5,873.0,EPC,,Male,ENGAGED,2204.0,0.0,6288.0,6b8650cd-7c00-4104-aa76-2c4cfdccc99b
57669,1,1.0,1.0,4.0,1.0,1.0,4.0,698.0,698.0,1022.25,EPC,,Male,ENGAGED,1311.0,1.0,2203.0,43eec172-faa9-408c-9b6e-fc22ecc0b353
149473,0,2.0,3.0,4.0,4.0,8.0,17.0,672.5,616.75,578.4705882352941,EPC,25lac +,Male,ENGAGED,176.0,1.0,25175.0,5b9a2ef0-dee6-4017-b626-f6ebbfcdcbad
166841,0,1.0,2.0,2.0,2.0,5.0,22.0,1844.5,1932.2,1968.3636363636363,Salon at Home,,Female,ENGAGED,1644.0,0.0,32712.0,bea0c401-99b0-4906-8ff5-8fa682f4ce66
67912,1,3.0,4.0,6.0,3.0,11.0,25.0,1138.3333333333333,1145.0,1071.56,Salon at Home,25lac +,Female,ENGAGED,2258.0,2.0,10735.0,0192957f-d1d4-4728-bf88-f37f0524fceb
163312,0,0.0,1.0,3.0,0.0,1.0,3.0,,616.0,937.3333333333334,SKBC,,Female,ENGAGED,143.0,0.0,1056.0,08a23fc9-a66e-48fc-9f1c-4fd8ad0ecd96
110788,0,0.0,1.0,2.0,0.0,2.0,6.0,,1998.0,2554.1666666666665,SKBC,25lac +,Female,ENGAGED,1169.0,2.0,16220.0,b1a8b119-58cf-42e8-8963-7537fa4e42bb
84791,1,0.0,3.0,4.0,0.0,5.0,15.0,,728.4,828.9333333333333,Salon at Home,25lac +,Female,ENGAGED,575.0,1.0,8662.0,c8720cbb-a52e-42c8-b3e9-0d7736ecf5af
133724,0,0.0,1.0,1.0,0.0,1.0,2.0,,1048.0,1023.0,SKBC,,Male,RESURRECTED,1056.0,0.0,49562.0,cc61914e-ea97-4a68-b80d-6714c660dd98
18744,1,4.0,6.0,6.0,5.0,19.0,27.0,1037.4,701.3157894736842,621.2592592592592,EPC,10 lac - 15lac,Male,ENGAGED,1103.0,0.0,1047.0,aaad6358-82d7-4943-ae7f-315567c0bd03
62004,1,1.0,2.0,3.0,1.0,2.0,6.0,1596.0,982.0,933.8333333333334,EPC,NA,Male,ENGAGED,1822.0,0.0,4762.0,e3502fd0-e8cf-46cf-9a0f-84f8133c84fd
4638,1,0.0,0.0,2.0,0.0,0.0,2.0,,,2146.5,Spa for Women,,Male,DORMANT,614.0,0.0,2215.0,3c86fe53-8536-4f89-a067-823b962bcdd5
197238,0,1.0,1.0,5.0,1.0,3.0,10.0,368.0,494.6666666666667,2029.5,EPC,,Male,ENGAGED,1491.0,1.0,8809.0,c33554f9-4fba-4e61-a53d-18d6133064b2
44770,1,1.0,2.0,4.0,1.0,2.0,12.0,298.0,283.0,429.0833333333333,EPC,,Male,ENGAGED,921.0,0.0,2232.0,168f49e6-3fa4-4309-9387-ba8c960d69a7
9160,1,2.0,3.0,3.0,3.0,6.0,9.0,827.3333333333334,662.5,595.3333333333334,Mens Grooming,,Female,ENGAGED,357.0,0.0,2851.0,a1f6cccb-b3b0-4fc0-b3e8-bad5582f0f96
77057,1,1.0,2.0,5.0,1.0,4.0,22.0,660.0,943.0,1316.3636363636363,Salon at Home,,Female,ENGAGED,626.0,1.0,14795.0,f732bfc4-ee92-4b70-a8df-3943e7daf777
6297,1,0.0,1.0,3.0,0.0,2.0,4.0,,448.0,635.5,EPC,,Male,ENGAGED,838.0,0.0,771.0,fe4f59ff-c54e-408e-a946-72008b7f69a7
80062,1,1.0,1.0,4.0,1.0,1.0,6.0,1548.0,1548.0,2031.0,AC Service and Repair,,Female,RESURRECTED,1343.0,1.0,3244.0,d534a706-a2f0-42de-b7c8-6a7a86138188
27375,1,1.0,2.0,2.0,1.0,3.0,3.0,298.0,564.3333333333334,564.3333333333334,Mens Grooming,,Female,ENGAGED,565.0,0.0,848.0,f95d6876-d810-4a62-b672-14bfdd911765
90494,1,0.0,3.0,4.0,0.0,3.0,8.0,,385.0,410.375,Mens Grooming,,Male,ENGAGED,1677.0,2.0,2046.0,4b7092fc-8d69-4a84-a683-2b5a0d9ce42b
118202,0,,,,,,,,,,,5lac - 10lac,Female,,,0.0,1345.0,c139d356-97fc-4338-8354-1794b8ae39aa
144169,0,1.0,1.0,3.0,1.0,2.0,13.0,598.0,622.5,658.3846153846154,Salon at Home,25lac +,Female,ENGAGED,589.0,0.0,8115.0,de36040a-0193-481e-ab0c-43692c426b07
56053,1,0.0,0.0,4.0,0.0,0.0,6.0,,,1003.5,Salon at Home,,Unknown,DORMANT,2022.0,2.0,348.0,25057b7b-ae4f-46dd-a570-b74db6fecc50
168462,0,2.0,3.0,3.0,5.0,9.0,18.0,2646.4,2459.8888888888887,2575.0555555555557,Salon at Home,25lac +,Female,ENGAGED,1385.0,0.0,32460.0,fc68f9ea-8407-488e-b346-be207ca62ad5
47539,1,1.0,2.0,2.0,31.0,33.0,33.0,182.0,207.21212121212122,207.21212121212122,Personal Services,,Male,ENGAGED,842.0,0.0,3321.0,5d6c646d-badb-4011-8226-5f876124d658
67569,1,0.0,0.0,1.0,0.0,0.0,1.0,,,1246.0,Large Appliances,,Male,DORMANT,1043.0,0.0,2544.0,26089422-fe54-4fd0-8dc8-94cbf9ef1acf
45786,1,,,,,,,,,,,,Male,,,0.0,1196.0,41acc768-6edd-4dbc-95b5-d3fa64c15752
44334,1,0.0,1.0,2.0,0.0,2.0,6.0,,1234.0,913.6666666666666,Salon at Home,10 lac - 15lac,Female,ENGAGED,915.0,0.0,7004.0,5a8f054f-3b4a-4de2-9d66-a5c57b9021ab
164648,0,1.0,1.0,1.0,2.0,3.0,3.0,94.0,87.33333333333333,87.33333333333333,Part Time Maids,,Male,ENGAGED,66.0,0.0,812.0,b26f8af5-27ce-4932-b199-1265ba595f4d
13458,1,1.0,1.0,3.0,1.0,1.0,11.0,407.0,407.0,998.9090909090909,EPC,,Male,RESURRECTED,1079.0,0.0,6129.0,e455924b-328e-4818-bf16-ec26c6065543
176954,0,1.0,2.0,3.0,1.0,2.0,5.0,647.0,551.5,1254.4,EPC,,Female,ENGAGED,2045.0,1.0,9557.0,cdb5f504-631f-4540-909c-449784c4f133
108684,0,1.0,1.0,1.0,1.0,2.0,2.0,147.0,147.0,147.0,Part Time Maids,,Unknown,ENGAGED,39.0,0.0,1766.0,5dadf8c9-ce2e-4557-8f0e-1cc39c1bcd5c
155021,0,,,,,,,,,,,10 lac - 15lac,Male,,,0.0,348.0,f7ab1b6d-331c-4a39-bd7b-2aa8118b0207
66901,1,2.0,3.0,3.0,2.0,6.0,17.0,948.0,843.0,989.1764705882352,Mens Grooming,,Female,ENGAGED,894.0,0.0,7341.0,f1d66efb-df14-4586-8484-c65a68811ba1
6171,1,0.0,1.0,2.0,0.0,1.0,5.0,,0.0,211.8,EPC,,Male,RESURRECTED,995.0,0.0,4902.0,8029720c-5c96-4427-89e5-a22e2a01d998
21203,1,1.0,2.0,6.0,2.0,7.0,29.0,1258.5,1250.0,1205.8275862068965,Salon at Home,5lac - 10lac,Female,ENGAGED,1772.0,0.0,21348.0,f0598647-c091-4977-8302-3dfa20301e6e
188237,0,2.0,4.0,5.0,2.0,5.0,10.0,1672.0,1377.4,1221.6,SKBC,25lac +,Male,ENGAGED,1163.0,0.0,9400.0,275851fb-f04e-4bf9-9219-0b3f61db7b5f
192745,0,1.0,3.0,3.0,1.0,6.0,9.0,507.0,636.8333333333334,822.8888888888889,Salon at Home,,Female,ENGAGED,1713.0,2.0,18244.0,e5d35acb-38e8-4467-ae0e-9474bdb0d9c6
149663,0,0.0,0.0,4.0,0.0,0.0,5.0,,,705.2,AC Service and Repair,,Male,DORMANT,754.0,0.0,3897.0,70d12d63-cecd-4547-8b51-ccaf4ce162fc
89656,1,2.0,2.0,5.0,2.0,3.0,14.0,587.5,491.0,397.5,Mens Grooming,-1,Male,ENGAGED,524.0,0.0,12698.0,844e7adb-23bc-46c2-a037-3a2138e6f77e
162863,0,0.0,1.0,2.0,0.0,3.0,14.0,,347.0,336.42857142857144,Mens Grooming,,Male,ENGAGED,1126.0,0.0,2429.0,2ceec4bf-6bd6-473b-86e9-30bf7b892f72
102660,0,0.0,0.0,3.0,0.0,0.0,7.0,,,851.5714285714286,Salon at Home,,Female,DORMANT,1009.0,0.0,4603.0,d83cbded-f873-4d01-b7ce-ef27c71f5aa8
51511,1,1.0,1.0,2.0,1.0,1.0,4.0,298.0,298.0,1278.5,Salon at Home,,Female,RESURRECTED,841.0,0.0,11283.0,73d042fc-8f9d-4e26-8218-db243d4f1230
8761,1,1.0,3.0,3.0,1.0,4.0,5.0,1148.0,627.25,831.4,EPC,,Female,ENGAGED,1469.0,1.0,415.0,d69256f0-a844-412e-8051-57fd99f5b989
142541,0,0.0,2.0,2.0,0.0,2.0,4.0,,2147.0,1947.5,Spa for Women,,Male,ENGAGED,1866.0,0.0,2466.0,46fa39ec-56b6-4f62-aff3-1d4033bea697
24964,1,1.0,2.0,4.0,1.0,2.0,5.0,3198.0,2067.5,1846.2,Massage for Men,,Male,ENGAGED,741.0,0.0,7610.0,4dcf4b03-c3cf-4b0a-9e50-cf61aef03db2
149777,0,0.0,1.0,3.0,0.0,1.0,9.0,,218.0,436.8888888888889,EPC,,Female,ENGAGED,2089.0,0.0,2926.0,efa9e7d7-4a2d-4f99-bbcd-5f5f180c9012
143228,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Part Time Maids,,Male,CHURN,1289.0,0.0,1965.0,7ce8bbf9-8c64-4685-aaa3-a60ac0ad51ab
142691,0,0.0,1.0,1.0,0.0,1.0,5.0,,808.0,840.0,Salon at Home,,Female,ENGAGED,913.0,0.0,6697.0,977e822c-0a70-4aaa-a6ae-2690b7f3ba63
37268,1,1.0,1.0,3.0,1.0,1.0,6.0,1237.0,1237.0,972.5,AC Service and Repair,15lac - 25lac,Male,RESURRECTED,1108.0,0.0,4639.0,15f91a5c-0017-4df1-b8ea-a3fe082f3999
130212,0,0.0,0.0,2.0,0.0,0.0,2.0,,,2660.5,Salon at Home,25lac +,Female,DORMANT,1533.0,0.0,9527.0,6e0f4054-4945-4538-baed-91a9b13cda33
196992,0,0.0,3.0,8.0,0.0,4.0,18.0,,453.5,768.0,Salon at Home,,Female,ENGAGED,1241.0,2.0,3599.0,5d31cca6-a3d5-4430-8955-aba44e1ad28d
197355,0,,,,,,,,,,,,Female,,,0.0,1806.0,42fd0509-25ab-4a0f-b177-bab4d44d6ed9
198513,0,1.0,2.0,6.0,3.0,19.0,105.0,90.0,177.89473684210526,97.21904761904761,Part Time Maids,,Female,ENGAGED,740.0,1.0,2552.0,71ecf349-9d95-408f-8975-7707705f6771
59447,1,1.0,1.0,3.0,1.0,3.0,14.0,747.0,1038.3333333333333,840.0714285714286,SKBC,25lac +,Unknown,ENGAGED,1415.0,0.0,4416.0,629a68fe-7c73-4332-80a3-55621b81d6ed
25862,1,0.0,0.0,2.0,0.0,0.0,2.0,,,787.0,RO Purchase and Repair,,Female,CHURN,973.0,0.0,,f9d9e686-2d20-47f9-b875-f265a7f2f2b1
109925,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EPC,10 lac - 15lac,Male,CHURN,1046.0,0.0,997.0,ac8b406b-4ec7-4461-bd14-ec9a0f92e4bb
155832,0,2.0,2.0,5.0,6.0,6.0,14.0,527.1666666666666,527.1666666666666,711.0714285714286,SKBC,,Male,ENGAGED,593.0,0.0,3051.0,16c144b5-db33-4b34-bb19-f7ac871f5575
146563,0,1.0,1.0,3.0,1.0,1.0,4.0,496.0,496.0,1350.75,Salon at Home,,Male,RESURRECTED,2068.0,2.0,873.0,6d149518-f52b-41bb-a8db-098be31686a3
191922,0,0.0,1.0,5.0,0.0,1.0,17.0,,1346.0,793.3529411764706,EPC,15lac - 25lac,Male,ENGAGED,1016.0,0.0,9697.0,0dc57cd7-4d32-456a-ba29-6ee22745a60a
13054,1,3.0,3.0,4.0,6.0,19.0,28.0,274.8333333333333,349.8421052631579,324.2857142857143,EPC,1lac - 5lac,Male,ENGAGED,1798.0,10.0,8261.0,16f63033-b17d-42ca-aa26-d91ecfebdf88
39192,1,,,,,,,,,,,,Male,,,0.0,,b4d87eb3-bdbd-489d-b891-0baa34b60ce3
161588,0,0.0,1.0,2.0,0.0,1.0,6.0,,1345.0,1284.6666666666667,SKBC,,Male,ENGAGED,410.0,0.0,3738.0,3459ac77-082f-46d6-9e31-d17d7c7adc77
152138,0,,,,,,,,,,,,Male,,,0.0,199.0,745d6286-f617-4683-81b1-6de2f1502fdd
57440,1,1.0,1.0,1.0,7.0,7.0,7.0,140.0,140.0,140.0,Part Time Maids,,Male,ENGAGED,28.0,0.0,140.0,ceb623f4-0a08-4267-ba19-26beba18ae38
124934,0,2.0,2.0,2.0,2.0,7.0,18.0,1896.0,1471.857142857143,1290.8333333333333,Salon at Home,Na,Male,ENGAGED,1497.0,0.0,47194.0,c7b5ede4-5dff-4ad1-9bd7-724827eebd78
32308,1,5.0,5.0,7.0,5.0,7.0,18.0,5114.8,3853.8571428571427,2208.1666666666665,EPC,25lac +,Male,ENGAGED,2018.0,0.0,19934.0,d8857496-76c5-4512-ac63-af13347b0934
141241,0,0.0,2.0,2.0,0.0,2.0,2.0,,848.0,848.0,Salon at Home,,Female,ENGAGED,1397.0,0.0,10773.0,78705b4c-a54b-4941-a91e-c0535f90fa0f
118590,0,0.0,1.0,1.0,0.0,2.0,6.0,,298.0,298.0,Mens Grooming,,Male,ENGAGED,592.0,0.0,596.0,01730341-95c6-4164-ba62-b21787c36341
49802,1,0.0,2.0,3.0,0.0,2.0,3.0,,488.0,391.6666666666667,RO Purchase and Repair,,Unknown,ENGAGED,190.0,0.0,1039.0,0aefca50-b60d-4897-a907-cdf49950faea
197,1,1.0,1.0,2.0,1.0,1.0,19.0,81.0,81.0,79.3157894736842,Part Time Maids,,Male,ENGAGED,398.0,1.0,436.0,ab04a04f-1cc9-4afb-98a2-df088472c1ba
120757,0,0.0,1.0,1.0,0.0,1.0,4.0,,1874.0,2708.5,Salon at Home,,Female,ENGAGED,197.0,0.0,6793.0,3c6ba383-ac7b-4713-b811-9568a4f605ce
4271,1,1.0,1.0,1.0,1.0,1.0,1.0,848.0,848.0,848.0,Business Services,Na,Male,RESURRECTED,1131.0,0.0,9842.0,e2d1a467-85f7-4f42-a764-1fe97a6c8f06
115814,0,,,,,,,,,,,1lac - 5lac,Male,,,0.0,598.0,28b9c1ca-e106-4d5b-a75f-177ff679fbc9
96830,1,0.0,2.0,2.0,0.0,2.0,8.0,,786.0,915.375,Salon at Home,,Female,ENGAGED,407.0,0.0,3290.0,15c9dac2-b893-48db-a8d6-470b1d318c5c
83514,1,0.0,1.0,1.0,0.0,2.0,2.0,,872.0,872.0,Salon at Home,,Female,ENGAGED,877.0,0.0,9881.0,be79ff54-0f70-4e22-8e10-ae2f30cb9a5a
137636,0,0.0,0.0,1.0,0.0,0.0,6.0,,,571.5,Salon at Home,25lac +,Female,DORMANT,277.0,1.0,8556.0,c4fbc031-d60b-4cb6-b860-4a0e4728af2a
199153,0,1.0,2.0,2.0,1.0,2.0,10.0,298.0,478.0,722.0,Salon at Home,,Female,ENGAGED,1145.0,0.0,4274.0,73ca7f0b-e566-4511-8f20-88470f0e06a7
152499,0,1.0,1.0,4.0,1.0,1.0,13.0,747.0,747.0,688.6153846153846,EPC,,Female,RESURRECTED,284.0,0.0,2213.0,ac532bc8-cfff-4a2f-83f6-fd8f6875cc43
193240,0,,,,,,,,,,,15lac - 25lac,Male,,,0.0,2566.0,c5726870-b888-416b-ab78-692d5a7c98d9
9837,1,0.0,1.0,1.0,0.0,15.0,15.0,,774.4666666666667,774.4666666666667,Salon at Home,10 lac - 15lac,Male,ENGAGED,89.0,0.0,7976.0,f98dbf29-5a7e-4eef-8b2a-9c4e0e1c71bc
178884,0,1.0,1.0,2.0,4.0,9.0,18.0,831.25,740.5555555555555,1302.611111111111,Salon at Home,,Female,ENGAGED,811.0,0.0,17838.0,b99ff2ed-7052-4176-86ae-a1f0d325389f
101529,0,0.0,0.0,2.0,0.0,0.0,2.0,,,1932.5,EPC,25lac +,Male,CHURN,1079.0,1.0,9766.0,505447f3-f56b-4f1e-b174-8c1aa8b401ca
121184,0,2.0,2.0,3.0,2.0,3.0,9.0,956.5,670.6666666666666,786.2222222222222,Salon at Home,,Female,ENGAGED,862.0,0.0,11173.0,9627a2fe-5e17-4d38-89bd-ba46baf73a51
98736,1,1.0,2.0,2.0,1.0,5.0,14.0,498.0,640.2,652.8571428571429,Mens Grooming,,Female,ENGAGED,272.0,0.0,2370.0,149126ba-5883-4149-af6d-3512f2cd2179
37400,1,,,,,,,,,,,,Male,,,0.0,639.0,d27ba7cb-9a2c-4aa9-a10d-99077f5bdce4
64626,1,1.0,1.0,1.0,1.0,1.0,1.0,2247.0,2247.0,2247.0,Massage for Men,25lac +,Female,NEW,6.0,0.0,5538.0,fca81914-3351-4697-b729-c13d22e15489
102078,0,0.0,0.0,1.0,0.0,0.0,2.0,,,1522.5,SKBC,25lac +,Male,CHURN,1207.0,0.0,1097.0,8ae50c93-e770-451b-9a21-aa4e23c0911e
161276,0,1.0,1.0,4.0,1.0,1.0,7.0,1270.0,1270.0,896.8571428571429,SKBC,,Male,ENGAGED,858.0,0.0,448.0,5db5d422-51ef-49dc-bacc-8d0a8e0d9aad
15738,1,0.0,0.0,1.0,0.0,0.0,1.0,,,99.0,EPC,,Male,DORMANT,700.0,0.0,8090.0,7fc0d09b-715b-44ea-bd77-ddf91e5ea919
98891,1,,,,,,,,,,,5lac - 10lac,Male,,,0.0,698.0,4af88c32-7666-4d8e-9bd0-02dfa833283d
189345,0,,,,,,,,,,,,Female,,,0.0,3049.0,00b22b38-9bea-41be-8f1b-3a7e11e9ee70
9069,1,0.0,1.0,6.0,0.0,2.0,9.0,,723.0,781.4444444444445,Spa for Women,,Unknown,ENGAGED,1216.0,0.0,4064.0,c9c78415-824d-457d-87d1-42d2b9b876be
59064,1,1.0,4.0,5.0,1.0,5.0,8.0,648.0,645.8,1071.5,SKBC,25lac +,Female,ENGAGED,110.0,0.0,5066.0,f2da5e9c-faa5-45d7-85c4-c233ddccfcc3
115137,0,1.0,2.0,4.0,1.0,2.0,4.0,448.0,298.5,548.0,SKBC,,Male,ENGAGED,794.0,0.0,807.0,6bb0448b-a48f-463e-822c-e0dad28fa26c
179905,0,1.0,1.0,4.0,1.0,2.0,11.0,598.0,980.0,1150.3636363636363,Salon at Home,,Male,ENGAGED,239.0,1.0,13771.0,4987d93b-62ce-4f05-95e5-69b6c016b0c4
84586,1,,,,,,,,,,,,Female,,,0.0,748.0,2f67fc0d-4458-4f7c-a87b-99617dfba7a2
166118,0,1.0,1.0,2.0,5.0,13.0,63.0,87.0,81.3076923076923,92.41269841269842,Part Time Maids,,Female,ENGAGED,895.0,0.0,2491.0,cdb0e88b-21e6-448f-a346-0dbd366de359
134927,0,2.0,5.0,5.0,2.0,5.0,8.0,548.0,750.8,596.375,EPC,,Male,ENGAGED,131.0,0.0,9187.0,fc751abe-7e65-4371-b688-331bf9675ab8
169838,0,1.0,4.0,6.0,1.0,8.0,16.0,1388.0,746.125,671.6875,EPC,25lac +,Male,ENGAGED,1718.0,0.0,2119.0,6fce4837-3d7d-44c8-b3a0-fb25fd8d2243
182364,0,0.0,1.0,1.0,0.0,1.0,1.0,,3548.0,3548.0,Full Home Cleaning,,Male,NEW,52.0,0.0,4548.0,2214b7e1-a9f1-408b-9eaa-3137bcd802ef
70263,1,0.0,1.0,2.0,0.0,2.0,4.0,,822.5,760.0,Salon at Home,,Male,ENGAGED,556.0,0.0,35982.0,4a29c8f9-8d61-45c9-bcef-b8241238f626
176646,0,,,,,,,,,,,,Female,,,0.0,14068.0,b1b40562-e1f4-4582-9b2f-4f994d592bbf
52238,1,1.0,2.0,3.0,1.0,4.0,10.0,224.0,523.0,733.5,SKBC,5lac - 10lac,Female,ENGAGED,706.0,0.0,7087.0,afdb2f06-7e43-4a98-8def-7596116f7616
156364,0,0.0,1.0,1.0,0.0,1.0,1.0,,927.0,927.0,Salon at Home,,Female,RESURRECTED,929.0,0.0,2256.0,5bf4cb63-86ce-4120-95bc-5f5ec723c523
158675,0,0.0,0.0,3.0,0.0,0.0,4.0,,,715.25,SKBC,,Male,DORMANT,660.0,0.0,5148.0,1ae3b8cf-876e-44a4-8886-191987b0cf94
199929,0,1.0,2.0,3.0,1.0,4.0,10.0,278.0,466.25,492.2,EPC,,Male,ENGAGED,1015.0,0.0,4603.0,b64ef354-cb8b-419e-8d51-ceaf22e60169
183797,0,0.0,2.0,3.0,0.0,2.0,10.0,,1123.5,944.9,Salon at Home,,Female,ENGAGED,942.0,0.0,1746.0,45379b78-c50d-480c-81e4-9525a8709c35
