,NR_experienced_on_request,no_of_supercats_tried_last_30d,no_of_supercats_tried_last_90d,no_of_supercats_tried_last_365d,no_of_deliveries_last_30d,no_of_deliveries_last_90d,no_of_deliveries_last_365d,service_deliverd_aov_last_30d,service_deliverd_aov_last_90d,service_deliverd_aov_last_365d,most_deliverd_supercat,income_segment,gender,user_state_platform,days_on_platform,NR_experienced_last_365d,revenues_next_6_months,request_id
60157,1,0.0,0.0,1.0,0.0,0.0,1.0,,,348.0,AC Service and Repair,,Male,NEW CHURN,322.0,0.0,,b9232b44-3e68-4427-b8c3-bf7f1282f2fe
132209,0,0.0,0.0,1.0,0.0,0.0,1.0,,,218.0,EPC,,Male,NEW CHURN,363.0,0.0,348.0,f5ded1f9-fe23-42c3-8c17-7cd5fcc23cd0
180267,0,1.0,2.0,2.0,1.0,3.0,9.0,545.0,563.0,596.8888888888889,Mens Grooming,,Male,ENGAGED,1820.0,0.0,6343.0,7c7f2a21-4d2c-4d33-9115-f0c2cb178f3f
90728,1,0.0,0.0,2.0,0.0,0.0,2.0,,,798.0,EPC,15lac - 25lac,Male,CHURN,726.0,0.0,933.0,78261e18-c685-4727-9f3a-6e78bc8c0c3e
85433,1,1.0,5.0,5.0,1.0,5.0,18.0,2646.0,1417.2,1334.0,Massage for Men,25lac +,Male,ENGAGED,796.0,1.0,40450.0,6eecaded-59d8-47f7-a519-6a8ed54ec60c
33361,1,0.0,1.0,4.0,0.0,1.0,4.0,,748.0,540.5,Mens Grooming,,Male,ENGAGED,653.0,0.0,2170.0,f971e538-26fe-4910-a98f-5f60fdbc8e7d
59726,1,1.0,5.0,6.0,1.0,8.0,10.0,1346.0,1162.125,1039.3,AC Service and Repair,,Male,ENGAGED,910.0,0.0,10405.0,b7561788-8f00-4a6a-aff5-4f18ed32e770
118782,0,0.0,0.0,5.0,0.0,0.0,8.0,,,570.5,Spa for Women,15lac - 25lac,Female,DORMANT,1081.0,0.0,2692.0,712390ec-b4f0-4445-83bf-9339fdb8aceb
180772,0,1.0,5.0,5.0,1.0,6.0,6.0,748.0,1268.1666666666667,1268.1666666666667,Mens Grooming,15lac - 25lac,Male,ENGAGED,84.0,0.0,1902.0,20df957f-12ab-4ada-9590-c292d2d56996
176745,0,,,,,,,,,,,< 1 lac,Male,,,0.0,7729.0,d54d3fb1-afe2-4a93-9428-144146508a50
22316,1,0.0,0.0,1.0,0.0,0.0,1.0,,,927.0,Mens Grooming,,Male,CHURN,829.0,0.0,948.0,75260611-68a9-41e5-8016-b03422af0878
160701,0,0.0,1.0,4.0,0.0,1.0,6.0,,466.0,667.3333333333334,EPC,,Male,ENGAGED,233.0,0.0,670.0,4fce8ccf-d429-45e3-916d-8df07a333b17
24986,1,0.0,0.0,3.0,0.0,0.0,4.0,,,496.5,Mens Grooming,,Male,DORMANT,460.0,0.0,,2f11e0e3-b96b-4ece-8600-807a02cac59d
18425,1,3.0,3.0,3.0,4.0,4.0,4.0,298.0,298.0,298.0,EPC,,Male,ENGAGED,12.0,0.0,6305.0,b7ddb6bb-3b43-4d3b-8ddf-2332d2bc6627
178121,0,0.0,1.0,1.0,0.0,1.0,8.0,,797.0,812.125,Salon at Home,15lac - 25lac,Female,ENGAGED,1592.0,0.0,2652.0,729ab98f-63b2-40d0-b01a-42e8994b2a7e
64974,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,AC Service and Repair,,Male,NEW CHURN,697.0,0.0,,d53d67b7-7892-49a3-be04-d034dbe666e3
130015,0,0.0,1.0,2.0,0.0,1.0,3.0,,348.0,791.0,SKBC,,Male,ENGAGED,552.0,0.0,4379.0,e07fa2b9-3e08-47f2-99b3-0011d6cb6cff
129092,0,0.0,1.0,4.0,0.0,1.0,5.0,,448.0,784.6,Salon at Home,25lac +,Male,RESURRECTED,1124.0,0.0,7639.0,57f38cdf-f314-4a26-8056-c5f653537801
183827,0,0.0,0.0,2.0,0.0,0.0,4.0,,,800.75,SKBC,,Male,DORMANT,250.0,0.0,835.0,48712355-cccc-4eb2-ad15-1868cfdca402
106561,0,0.0,2.0,4.0,0.0,2.0,12.0,,1497.5,943.8333333333334,SKBC,,Male,ENGAGED,1795.0,0.0,4389.0,fa0270b9-3c37-4e73-848b-c6b86756dbbe
157859,0,0.0,0.0,2.0,0.0,0.0,2.0,,,648.5,EPC,,Male,DORMANT,583.0,0.0,199.0,012cb01f-7fb7-4703-94ca-ac11ec7c2a47
175625,0,,,,,,,,,,,,Female,,,0.0,2440.0,dbb112bf-bd68-4c04-a858-60c35301318f
152773,0,2.0,2.0,4.0,5.0,5.0,10.0,679.6,679.6,1372.6,EPC,25lac +,Female,ENGAGED,1282.0,0.0,10928.0,cd08358c-5ca5-4281-add0-eaabb4d830a1
45406,1,,,,,,,,,,,25lac +,Male,,,1.0,2693.0,7b99d96b-de8b-4929-acac-e3bb118c0b1a
18929,1,2.0,2.0,3.0,3.0,3.0,4.0,1003.0,1003.0,846.5,SKBC,,Female,ENGAGED,1329.0,1.0,3392.0,88e70376-1699-462b-9c39-e0a511fdaf5b
191749,0,1.0,2.0,4.0,1.0,3.0,9.0,249.0,465.0,543.5555555555555,EPC,5lac - 10lac,Male,ENGAGED,1236.0,0.0,8319.0,c64175ff-f713-4004-838f-35a6c6d4565d
87945,1,0.0,0.0,1.0,0.0,0.0,1.0,,,2198.0,EPC,,Male,NEW DORMANT,106.0,0.0,447.0,64196b23-6c5a-4ca8-8022-9b4f29f9831a
53773,1,1.0,1.0,1.0,1.0,2.0,6.0,1548.0,1161.5,862.1666666666666,SKBC,,Male,ENGAGED,748.0,0.0,2268.0,0641c700-1e23-40ae-aaf7-3cd9147b6345
139823,0,,,,,,,,,,,,Male,,,0.0,4046.0,b3458602-0ef3-42cd-bce2-ad8a09b9464f
24597,1,0.0,1.0,1.0,0.0,2.0,2.0,,398.0,398.0,EPC,,Male,ENGAGED,75.0,0.0,,520c9b6e-1663-4478-afa7-cb8e92d9f2f0
48177,1,0.0,0.0,1.0,0.0,0.0,1.0,,,748.0,AC Service and Repair,5lac - 10lac,Male,NEW CHURN,187.0,0.0,,1c31d833-73fc-4475-aa70-e16d0fde823a
96790,1,0.0,2.0,4.0,0.0,3.0,9.0,,1715.6666666666667,1388.0,Salon at Home,,Female,ENGAGED,948.0,0.0,11306.0,4a6ce2ca-d532-426f-8af9-25ee5d75fe98
186752,0,0.0,2.0,2.0,0.0,4.0,8.0,,1235.25,1370.625,Salon at Home,15lac - 25lac,Female,ENGAGED,1017.0,0.0,12741.0,87705059-f81c-4333-9417-dad3dedfccb3
29248,1,0.0,0.0,2.0,0.0,0.0,2.0,,,1248.0,SKBC,,Male,DORMANT,181.0,0.0,11117.0,40ca0a2d-70e9-4eef-a094-cc93f770ddd6
114754,0,1.0,2.0,6.0,1.0,4.0,17.0,238.0,918.0,1184.1764705882354,EPC,,Male,ENGAGED,1421.0,0.0,10354.0,02dd0f5a-5262-4a56-b6a3-d2f80af835cb
97166,1,0.0,0.0,5.0,0.0,0.0,10.0,,,1631.0,Salon at Home,,Female,DORMANT,515.0,0.0,778.0,1907e2dc-2c02-46d8-abaa-48703d4357d6
40409,1,1.0,1.0,1.0,1.0,1.0,2.0,648.0,648.0,623.5,AC Service and Repair,,Male,RESURRECTED,519.0,0.0,2674.0,c30a6c1c-bb18-459d-9caa-d3c56ee27fbb
143097,0,0.0,1.0,1.0,0.0,1.0,2.0,,368.0,440.5,EPC,,Female,RESURRECTED,814.0,0.0,467.0,e50baaee-292a-4072-9740-abe664f25a0e
116614,0,2.0,4.0,6.0,4.0,11.0,29.0,1695.0,1864.6363636363637,1702.448275862069,Salon at Home,5lac - 10lac,Female,ENGAGED,450.0,3.0,28569.0,5f114ba1-9efd-42ac-93a4-6f0388b20ea8
107010,0,,,,,,,,,,,,Male,,,0.0,160.0,c1c52e18-5614-4936-823d-80726d1db035
152477,0,0.0,0.0,4.0,0.0,0.0,11.0,,,599.2727272727273,EPC,25lac +,Male,DORMANT,1044.0,0.0,4189.0,f593660e-700a-4bf6-a3c2-63fe33ea6bb8
65449,1,,,,,,,,,,,,Male,,,0.0,758.0,7fe48eba-eb54-47da-b10d-7ea5c639029a
163422,0,0.0,0.0,1.0,0.0,0.0,1.0,,,648.0,AC Service and Repair,,Male,NEW DORMANT,134.0,0.0,599.0,37c84e0e-875d-4abb-94b9-72c326741cc8
167124,0,1.0,1.0,4.0,1.0,2.0,10.0,676.0,854.5,954.4,Salon at Home,25lac +,Female,ENGAGED,430.0,0.0,6913.0,5220a81e-c7fb-42f8-b6db-fcd30d8e07e4
176677,0,1.0,2.0,2.0,1.0,4.0,6.0,437.0,470.25,444.3333333333333,SKBC,,Male,ENGAGED,136.0,0.0,2754.0,a9487800-1331-4945-a79e-2be82928e188
125855,0,1.0,3.0,3.0,2.0,6.0,7.0,498.0,581.1666666666666,583.5714285714286,Salon at Home,,Female,ENGAGED,930.0,0.0,4352.0,1477cc3f-1947-4595-9f17-a276f58bed2c
56882,1,0.0,0.0,3.0,0.0,0.0,3.0,,,1381.3333333333333,RO Purchase and Repair,,Male,CHURN,1015.0,1.0,4175.0,42134729-124c-4ecb-bd80-1a649193708b
147635,0,1.0,1.0,1.0,1.0,1.0,1.0,1107.0,1107.0,1107.0,Salon at Home,,Male,NEW,9.0,0.0,897.0,5ddfffde-95b8-4431-ac9e-251e39658bb8
179886,0,0.0,1.0,2.0,0.0,1.0,2.0,,1086.0,867.0,AC Service and Repair,,Female,RESURRECTED,283.0,0.0,628.0,4eb19c2e-ee54-4013-b7ca-c3734b34ea8c
87723,1,1.0,1.0,2.0,1.0,3.0,5.0,727.0,701.0,1418.0,Salon at Home,,Female,ENGAGED,96.0,2.0,635.0,a7c7561c-4792-4691-ac69-c0f7b62f072b
102791,0,,,,,,,,,,,,Male,,,0.0,434.0,2f32492e-0334-4365-887e-dcdb219a278b
13059,1,0.0,1.0,1.0,0.0,1.0,1.0,,548.0,548.0,AC Service and Repair,,Female,RESURRECTED,677.0,0.0,2864.0,79128d85-f0d6-4082-b2ec-b5593bc7df34
88459,1,3.0,3.0,3.0,4.0,4.0,4.0,737.75,737.75,737.75,EPC,,Male,ENGAGED,989.0,1.0,12459.0,6d15a79c-55bf-4aac-9af2-8d46cf2c27dc
1003,1,1.0,1.0,1.0,1.0,2.0,2.0,1947.0,1312.5,1312.5,Salon at Home,25lac +,Female,ENGAGED,1676.0,0.0,12086.0,9024449d-6356-4fba-b7b1-a1b2a56eb1af
91558,1,2.0,3.0,3.0,2.0,3.0,5.0,402.0,450.6666666666667,559.2,EPC,,Female,ENGAGED,2247.0,0.0,3767.0,292b121f-3908-4778-8596-f27b926fe644
151215,0,2.0,2.0,3.0,2.0,4.0,6.0,1497.0,1635.0,1268.8333333333333,Mens Grooming,,Male,ENGAGED,507.0,0.0,9837.0,416eb0a6-f707-4667-a2fd-5c195a2d7444
133047,0,2.0,3.0,4.0,2.0,5.0,21.0,1347.5,1727.6,785.6190476190476,EPC,,Male,ENGAGED,1093.0,0.0,1493.0,92ccf371-33b0-446b-8c79-ad3cfd3286ab
171457,0,,,,,,,,,,,,Female,,,0.0,1445.0,65812d68-c65d-4af0-aab5-cf715bfe050d
165687,0,1.0,1.0,1.0,1.0,1.0,5.0,628.0,628.0,504.0,AC Service and Repair,,Male,RESURRECTED,984.0,0.0,628.0,9b9a3cdc-bdb4-46e7-94cb-f574ff964aa8
68972,1,0.0,3.0,5.0,0.0,3.0,13.0,,1166.6666666666667,770.3076923076923,Salon at Home,25lac +,Female,ENGAGED,419.0,0.0,516.0,30beb0f6-e437-459d-9d88-df21924b2070
30670,1,1.0,3.0,3.0,1.0,5.0,10.0,1848.0,1199.6,1002.8,Salon at Home,,Female,ENGAGED,294.0,1.0,5142.0,8c57efb0-7a35-4bac-8726-11e1663d1efc
136662,0,0.0,0.0,1.0,0.0,0.0,1.0,,,447.0,EPC,,Male,CHURN,901.0,0.0,728.0,d25640dd-6717-4f4c-a797-312a0fc567e2
105372,0,0.0,0.0,1.0,0.0,0.0,1.0,,,398.0,EPC,,Male,CHURN,863.0,0.0,748.0,e3ff8284-c0c9-4b88-8607-7f1d7a6661e4
930,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,CHURN,1212.0,0.0,527.0,6b6f9c66-3053-4445-a597-58b1f88b7d63
148814,0,1.0,2.0,3.0,1.0,2.0,10.0,2544.0,1321.5,666.1,EPC,25lac +,Female,ENGAGED,491.0,0.0,18723.0,2c8ec11f-243c-4ec7-8caa-4b8633af0107
196965,0,0.0,1.0,2.0,0.0,1.0,7.0,,248.0,384.7142857142857,Mens Grooming,,Male,ENGAGED,476.0,0.0,3687.0,9b691586-90f9-49a4-b1c2-a6943d5b8027
12333,1,1.0,2.0,4.0,1.0,3.0,13.0,2520.0,1716.0,2380.6923076923076,Salon at Home,25lac +,Female,ENGAGED,611.0,0.0,7936.0,58b5b01d-4122-4069-b969-c4b5ae928ea7
177104,0,,,,,,,,,,,,Male,,,0.0,648.0,ca5f3b90-02a3-4a5c-a434-c97a79d5f421
162495,0,,,,,,,,,,,,Male,,,0.0,548.0,5ad03114-d4bf-4d26-9386-0d65f98ff18f
66538,1,3.0,4.0,5.0,4.0,7.0,12.0,1310.5,2447.8571428571427,1764.1666666666667,Mens Grooming,15lac - 25lac,Female,ENGAGED,1886.0,0.0,25576.0,bdb909d5-8651-4b72-9f06-98178135addc
73922,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,CHURN,805.0,0.0,367.0,b0f565d7-e360-4ac2-9194-2e2ffc7ab118
116535,0,1.0,1.0,1.0,1.0,1.0,1.0,598.0,598.0,598.0,SKBC,,Female,RESURRECTED,680.0,0.0,1457.0,66a0bb9b-8a68-41c0-b3c7-72726207af88
83516,1,0.0,0.0,3.0,0.0,0.0,7.0,,,1363.4285714285713,Salon at Home,25lac +,Female,DORMANT,2159.0,0.0,2574.0,b65afe1c-c5b7-46e0-907d-f2ecffa5a7d3
67380,1,1.0,3.0,5.0,1.0,4.0,17.0,0.0,526.75,749.7058823529412,Salon at Home,,Female,ENGAGED,958.0,0.0,16010.0,8eb2c962-e452-4ef1-93e0-a7243fbb7577
168588,0,0.0,2.0,4.0,0.0,3.0,13.0,,996.3333333333334,738.3846153846154,Salon at Home,,Female,ENGAGED,1043.0,0.0,5142.0,ecbae19e-9f05-4512-8d7a-41fc95c0e0af
182930,0,,,,,,,,,,,,Female,,,0.0,616.0,09d7b3ef-7fc6-47af-b603-8d1b5aea74bf
198949,0,1.0,2.0,2.0,1.0,2.0,2.0,398.0,1047.0,1047.0,Salon at Home,,Male,ENGAGED,36.0,0.0,8776.0,87152690-d104-4db3-8911-87c9032665ad
179431,0,0.0,0.0,3.0,0.0,0.0,3.0,,,854.6666666666666,RO Purchase and Repair,,Male,CHURN,705.0,0.0,2794.0,b1fe40f8-f466-4e2e-a9c8-391f93d8385e
124366,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EPC,,Female,CHURN,1011.0,0.0,864.0,fdf7ea18-24a3-4042-965d-bc42863fe3d4
170844,0,0.0,2.0,4.0,0.0,2.0,6.0,,493.0,341.5,EPC,,Male,ENGAGED,1314.0,0.0,6183.0,7ea6492b-692a-4a80-ae0c-c10b09f9f227
37481,1,0.0,0.0,1.0,0.0,0.0,1.0,,,648.0,AC Service and Repair,,Female,NEW CHURN,311.0,0.0,948.0,27c4d1e4-f02e-43a6-baf2-ab0dbd948a7f
97782,1,1.0,1.0,4.0,1.0,1.0,5.0,298.0,298.0,643.8,EPC,,Male,RESURRECTED,556.0,0.0,2912.0,86a5f10a-fed5-4610-9c5a-b926a7073b5d
166865,0,0.0,2.0,2.0,0.0,3.0,8.0,,667.6666666666666,437.875,EPC,,Male,ENGAGED,893.0,0.0,8520.0,245a14df-803c-4af3-b61e-76c465cd4985
45001,1,1.0,2.0,10.0,1.0,4.0,21.0,2346.0,1574.75,1517.857142857143,Salon at Home,15lac - 25lac,Female,ENGAGED,1281.0,0.0,5651.0,0497fa1a-bbd8-40dd-a2da-ec95fd9b61f6
24687,1,,,,,,,,,,,,Male,,,0.0,,823f1ba7-b7e9-4348-ba28-bdfcf7719866
196319,0,5.0,5.0,7.0,6.0,7.0,16.0,1545.8333333333333,1396.0,910.625,Mens Grooming,25lac +,Male,ENGAGED,459.0,1.0,13819.0,e18826db-ac3e-4c19-b11e-f27a2eb96627
122923,0,1.0,1.0,2.0,2.0,5.0,15.0,1412.0,1288.6,1512.8666666666666,Salon at Home,25lac +,Female,ENGAGED,1746.0,0.0,13173.0,80a7a28c-cb7f-4be1-8226-97865ef32c2b
84097,1,,,,,,,,,,,,Male,,,0.0,,d98b50e3-441b-4424-985e-155e6a6a55a0
138775,0,0.0,1.0,2.0,0.0,1.0,8.0,,298.0,341.75,Mens Grooming,,Female,ENGAGED,603.0,0.0,7004.0,d7bcfd57-8446-421b-8531-35c2c74a28ed
84916,1,0.0,0.0,1.0,0.0,0.0,1.0,,,899.0,Salon at Home,,Female,NEW DORMANT,102.0,0.0,1798.0,fa9a976f-6a6d-4a0d-8122-c65c1b0307ba
40481,1,0.0,2.0,2.0,0.0,3.0,3.0,,1154.6666666666667,1154.6666666666667,EPC,,Male,ENGAGED,62.0,1.0,,bd74673c-aba6-4317-80ff-c660d0765f8c
102354,0,0.0,0.0,2.0,0.0,0.0,3.0,,,1061.3333333333333,SKBC,10 lac - 15lac,Male,DORMANT,1395.0,0.0,4000.0,0510af98-8b4d-41e5-99ba-e5208dd958b2
102801,0,0.0,1.0,3.0,0.0,1.0,3.0,,1038.0,1407.0,Large Appliances,,Male,ENGAGED,492.0,0.0,14765.0,101dd88e-d56d-4eb7-9416-e245d0cb5f0d
35415,1,2.0,3.0,5.0,4.0,6.0,32.0,726.25,627.0,890.34375,AC Service and Repair,,Male,ENGAGED,1089.0,0.0,15972.0,f64e2f9c-1ea3-4c2b-95eb-e7c839ea26da
137013,0,2.0,3.0,5.0,4.0,12.0,24.0,2610.25,2077.75,2082.5833333333335,Spa for Women,,Female,ENGAGED,1834.0,1.0,51195.0,c162a4d8-019c-418e-8f28-cffe7758c3d0
94530,1,,,,,,,,,,,,Male,,,0.0,,086165cc-ea6a-418f-83d8-1adc0eff37ac
171538,0,0.0,0.0,1.0,0.0,0.0,1.0,,,897.0,SKBC,,Unknown,NEW DORMANT,161.0,0.0,6248.0,50fcb0fc-ed9d-40ec-8ba7-49c177ff259d
38048,1,3.0,4.0,5.0,5.0,19.0,34.0,1080.2,1741.0,1613.6176470588234,SKBC,,Male,ENGAGED,782.0,0.0,28198.0,90ce45a1-f1cf-47d6-95c6-09b85148a899
156485,0,1.0,1.0,2.0,1.0,2.0,3.0,448.0,448.0,1747.0,SKBC,,Male,ENGAGED,116.0,0.0,2796.0,755925f5-13f3-4886-9d81-03fbc34f804c
88321,1,2.0,3.0,7.0,2.0,3.0,16.0,1258.0,1054.6666666666667,1318.3125,EPC,15lac - 25lac,Male,ENGAGED,841.0,0.0,2346.0,7ef2e0da-8f38-40e6-b647-0f3316e55895
30939,1,1.0,2.0,4.0,1.0,2.0,4.0,798.0,773.0,798.0,Mens Grooming,,Male,ENGAGED,180.0,0.0,3346.0,80a5c37d-152f-4332-aad8-4c2bab9730f2
156795,0,1.0,1.0,1.0,1.0,1.0,1.0,447.0,447.0,447.0,AC Service and Repair,,Male,RESURRECTED,977.0,0.0,1680.0,1a10708b-300e-47cf-80e0-18eef60436e2
147858,0,,,,,,,,,,,,Male,,,0.0,7938.0,547632e8-fb09-4a50-87f3-c93bd5cb0628
136297,0,2.0,3.0,5.0,2.0,3.0,14.0,2748.0,2014.6666666666667,951.6428571428571,Mens Grooming,25lac +,Male,ENGAGED,1056.0,0.0,8079.0,04d98868-a31c-4fb7-9f63-2dc039e7900a
174229,0,0.0,3.0,3.0,0.0,3.0,4.0,,2745.0,2133.25,Mens Grooming,,Male,ENGAGED,1140.0,0.0,9674.0,d53225a4-ebdb-49e6-a24c-5f42f9827fd4
183204,0,1.0,1.0,2.0,1.0,3.0,8.0,948.0,665.3333333333334,729.125,Salon at Home,,Female,ENGAGED,294.0,0.0,6637.0,b39d27cf-06d4-419e-8671-bcc146f66f3e
33482,1,,,,,,,,,,,,Male,,,0.0,1166.0,40a34313-6679-429d-9acd-80f36a263e66
56198,1,1.0,2.0,3.0,1.0,3.0,7.0,648.0,1641.3333333333333,1592.0,EPC,,Female,ENGAGED,983.0,1.0,3083.0,2287408a-08f2-45e0-bcc2-410b55aa3e29
180934,0,2.0,2.0,3.0,3.0,3.0,5.0,1091.6666666666667,1091.6666666666667,854.2,Salon at Home,,Female,ENGAGED,1683.0,0.0,3583.0,e953e252-c5f9-4375-a8f0-1286dfb20f92
197931,0,0.0,1.0,2.0,0.0,1.0,3.0,,648.0,654.6666666666666,EPC,,Male,ENGAGED,1914.0,0.0,3004.0,e849cd71-fef6-46e5-9193-d7ac1993d56a
108644,0,0.0,1.0,1.0,0.0,1.0,1.0,,298.0,298.0,Mens Grooming,,Female,NEW,89.0,0.0,4843.0,05eefc5b-7b4f-4544-bd76-da07bb3b8568
77543,1,0.0,0.0,2.0,0.0,0.0,4.0,,,630.25,Salon at Home,,Female,DORMANT,880.0,0.0,,74606673-f481-47e4-9a57-7702fdfbaeca
167162,0,0.0,0.0,1.0,0.0,0.0,2.0,,,2572.5,Other Appliance and Electronics,,Male,CHURN,821.0,0.0,1492.0,1a8547e1-dce7-4335-97c9-8a576005a1ee
145929,0,1.0,2.0,2.0,1.0,4.0,4.0,1248.0,885.25,885.25,Salon at Home,,Female,ENGAGED,753.0,0.0,19214.0,838d6561-6052-49bb-ac14-6b7489990adc
173144,0,1.0,1.0,2.0,16.0,16.0,17.0,830.5,830.5,810.8823529411765,Personal Services,,Female,ENGAGED,228.0,0.0,22579.0,3a2c6833-b9ca-4a74-b2e8-bd93e106e63b
45451,1,,,,,,,,,,,,Female,,,0.0,,4a85ef3a-89cf-4c60-a470-2113994a693d
113460,0,1.0,1.0,3.0,1.0,1.0,3.0,647.0,647.0,1247.6666666666667,EPC,,Female,RESURRECTED,1987.0,0.0,3183.0,049beccd-c274-4dfb-b67c-560a84cd13b2
197156,0,0.0,1.0,1.0,0.0,1.0,1.0,,848.0,848.0,SKBC,,Male,NEW,52.0,1.0,1495.0,ae8416e1-4848-47ef-8333-e49bed80869c
8518,1,0.0,0.0,1.0,0.0,0.0,1.0,,,637.0,SKBC,,Female,NEW DORMANT,128.0,0.0,997.0,628c0b25-0ad8-4b82-8a56-0e16d430344e
14260,1,1.0,2.0,3.0,1.0,2.0,5.0,1248.0,962.5,915.4,Salon at Home,,Female,ENGAGED,1101.0,0.0,3650.0,5e168cca-32e3-470d-ada3-705ad9dfc57a
62731,1,1.0,1.0,2.0,1.0,1.0,5.0,1097.0,1097.0,901.2,EPC,,Male,ENGAGED,2437.0,0.0,7344.0,7bb9aa4a-8ce7-4b0a-bb12-c0ecd88f51ee
67486,1,0.0,0.0,4.0,0.0,0.0,8.0,,,689.0,Salon at Home,15lac - 25lac,Female,DORMANT,1429.0,1.0,1891.0,34195729-ed3a-4700-b8b7-558ac5f02743
167415,0,1.0,1.0,1.0,1.0,1.0,1.0,4045.0,4045.0,4045.0,Mens Grooming,,Male,NEW,16.0,0.0,1248.0,7f66bc92-d56e-4419-ba6b-8df74c29f38b
127088,0,1.0,1.0,1.0,1.0,4.0,8.0,998.0,778.0,796.5,Salon at Home,,Female,ENGAGED,255.0,0.0,4497.0,723f4dd3-e6df-4bb2-a1f5-f966bb88af60
65363,1,0.0,1.0,1.0,0.0,1.0,5.0,,447.0,417.4,Mens Grooming,,Male,ENGAGED,1602.0,1.0,4281.0,1ebb838f-1824-4622-b582-ce689fbab50d
22538,1,1.0,1.0,2.0,1.0,1.0,5.0,1048.0,1048.0,1147.6,Salon at Home,,Female,RESURRECTED,2160.0,0.0,,7de8c655-a380-49ee-9195-7ba9b444f1ba
146753,0,0.0,0.0,1.0,0.0,0.0,2.0,,,1123.0,Salon at Home,,Female,DORMANT,836.0,0.0,5692.0,0f8b74a2-6d35-4a60-9cfa-9ef0e7c9d578
94882,1,1.0,1.0,1.0,2.0,2.0,2.0,2721.5,2721.5,2721.5,Spa for Women,,Male,ENGAGED,822.0,0.0,27669.0,83d28b10-b70d-45b9-afff-00b00df9af39
172652,0,1.0,2.0,5.0,1.0,5.0,32.0,498.0,1213.2,959.46875,Salon at Home,,Female,ENGAGED,1958.0,2.0,12597.0,ef0bbfb7-9a9c-4ca6-af88-09f8bf42bc19
177485,0,0.0,1.0,2.0,0.0,1.0,8.0,,898.0,1682.875,Salon at Home,,Male,ENGAGED,1150.0,1.0,10362.0,28eb41fe-056b-426d-8ec6-8c991b9ed02b
126107,0,3.0,4.0,5.0,3.0,7.0,17.0,823.3333333333334,819.8571428571429,884.4117647058823,SKBC,25lac +,Female,ENGAGED,1002.0,0.0,4403.0,3ed23c6c-0859-467a-94bd-bbf86f39238f
19268,1,,,,,,,,,,,,Female,,,0.0,433.0,d40fd77d-ad34-40f0-acae-5c0ac7eb9f28
185161,0,0.0,2.0,5.0,0.0,3.0,8.0,,587.6666666666666,1421.375,EPC,25lac +,Male,ENGAGED,1018.0,0.0,4683.0,32a90540-402a-4d61-b936-df1d348d2cbc
167132,0,2.0,3.0,9.0,2.0,4.0,27.0,622.5,647.25,484.037037037037,EPC,25lac +,Male,ENGAGED,839.0,0.0,11885.0,1bf99983-892e-43c9-9455-6d53137e7b53
129831,0,,,,,,,,,,,,Male,,,0.0,948.0,4ff607f8-2be2-4a12-9b28-d8ed462b8d9b
138720,0,0.0,1.0,2.0,0.0,1.0,2.0,,448.0,772.0,Salon at Home,15lac - 25lac,Female,RESURRECTED,419.0,0.0,3737.0,d0043577-7bc7-44e9-a88f-b0baf963b581
181654,0,0.0,0.0,2.0,0.0,0.0,2.0,,,547.5,Mens Grooming,5lac - 10lac,Male,CHURN,427.0,0.0,1314.0,de6252cd-e5b4-49fa-85d1-b77a8a654b5e
110349,0,2.0,2.0,4.0,2.0,2.0,6.0,1572.5,1572.5,1122.6666666666667,Salon at Home,,Female,ENGAGED,634.0,0.0,5992.0,aa0e8a5f-96b8-4ff3-a0c4-26afaec396fd
92690,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,Salon at Home,,Female,CHURN,1326.0,0.0,2404.0,cd9e6800-3b6a-41ab-aeac-82b121a20ff3
130323,0,0.0,1.0,4.0,0.0,1.0,4.0,,548.0,886.5,Mens Grooming,NA,Female,ENGAGED,778.0,0.0,736.0,da1da5c0-90ee-407e-b517-90bc45841e14
46102,1,1.0,1.0,2.0,2.0,3.0,4.0,563.0,688.0,1578.0,Salon at Home,,Female,ENGAGED,533.0,0.0,1142.0,6b949bb3-62aa-45df-a179-b48611a101e9
181878,0,0.0,1.0,1.0,0.0,3.0,8.0,,298.0,385.375,Mens Grooming,,Male,ENGAGED,517.0,0.0,8077.0,82ee8328-4a1a-4841-ac24-f053b56111db
147876,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,AC Service and Repair,25lac +,Male,NEW CHURN,565.0,0.0,1905.0,be2479f0-50b8-45af-8efa-593db6212c4a
174134,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Other Appliance and Electronics,,Male,CHURN,1101.0,0.0,1775.0,6a86b5ad-5ed6-4278-ac17-eae8c8f802d3
184678,0,2.0,3.0,5.0,2.0,4.0,7.0,643.0,1290.5,1509.4285714285713,EPC,,Male,ENGAGED,597.0,0.0,2116.0,a4be536d-1fcf-4553-9d3d-45d1b0af2de1
